lalka_1_01_f000001|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?|Jak wygląda firma J. Mincel i S. Wokulski przez szkło butelek?
lalka_3_09_f000149|pojmuje więc pan, ile mi na tem zależy.|pojmuje więc pan ile mi na tem zależy.
lalka_3_09_f000150|W pierwszej chwili zdawało się Wokulskiemu, że zbliżenie się do genialnego skrzypka będzie jednem z najtrudniejszych zadań, jakie mu kazano rozwiązać.|W pierwszej chwili zdawało się Wokulskiemu że zbliżenie się do genialnego skrzypka będzie jednem z najtrudniejszych zadań jakie mu kazano rozwiązać.
lalka_3_09_f000151|Szczęściem, przypomniał sobie, że ma znajomego muzyka, który nietylko poznał się z Molinarim, ale już chodził za nim i przesiadywał u niego jak cień.|Szczęściem przypomniał sobie że ma znajomego muzyka który nietylko poznał się z Molinarim ale już chodził za nim i przesiadywał u niego jak cień.
lalka_3_09_f000152|Kiedy zwierzył się z kłopotu przed muzykiem, ten najprzód szeroko otworzył oczy, potem zmarszczył brwi, w końcu zaś po długim namyśle, odparł:|Kiedy zwierzył się z kłopotu przed muzykiem ten najprzód szeroko otworzył oczy potem zmarszczył brwi w końcu zaś po długim namyśle odparł:
lalka_3_09_f000153|- O, to sprawa trudna, bardzo trudna, ale dla pana postaramy się.|- O to sprawa trudna bardzo trudna ale dla pana postaramy się.
lalka_3_09_f000154|Tylko muszę go przygotować, dobrze usposobić... I wie pan, jak zrobimy?... Niech pan jutro zajdzie do hotelu o pierwszej w południe; ja tam będę na śniadaniu.|Tylko muszę go przygotować dobrze usposobić... I wie pan jak zrobimy?... Niech pan jutro zajdzie do hotelu o pierwszej w południe; ja tam będę na śniadaniu.
lalka_3_09_f000155|Wtedy niech pan wywoła mnie nieznacznie przez służącego, a już ja wyrobię panu audyencyą.|Wtedy niech pan wywoła mnie nieznacznie przez służącego a już ja wyrobię panu audyencyą.
lalka_3_09_f000156|Te ostrożności i ton, jakim je wypowiadano, przykro dotknęły Wokulskiego; mimo to w oznaczonym terminie poszedł do hotelu.|Te ostrożności i ton jakim je wypowiadano przykro dotknęły Wokulskiego; mimo to w oznaczonym terminie poszedł do hotelu.
lalka_3_09_f000157|- Pan Molinari w domu? - zapytał szwajcara.|- Pan Molinari w domu? - zapytał szwajcara.
lalka_3_09_f000158|Szwajcar, człowiek znajomy, wyprawił pomocnika na górę, sam zaś zaczął bawić Wokulskiego rozmową:|Szwajcar człowiek znajomy wyprawił pomocnika na górę sam zaś zaczął bawić Wokulskiego rozmową:
lalka_3_09_f000159|- To wielmożny panie, mamy ruch w hotelu z tym włochem!... Schodzą się państwo jak do cudownego obrazu, ale najwięcej kobiety.|- To wielmożny panie mamy ruch w hotelu z tym włochem!... Schodzą się państwo jak do cudownego obrazu ale najwięcej kobiety.
lalka_3_09_f000160|- Oho!- Tak, wielmożny panie. Taka najpierwiej przysyła mu list, potem bukiet, a nareszcie sama przychodzi, za woalką, bo myśli, że jej nikt nie pozna... To panie śmiech dla całej służby!... On niekażdą przyjmuje, choć która da jego lokajowi ze trzy ruble.|- Oho!- Tak wielmożny panie. Taka najpierwiej przysyła mu list potem bukiet a nareszcie sama przychodzi za woalką bo myśli że jej nikt nie pozna... To panie śmiech dla całej służby!... On niekażdą przyjmuje choć która da jego lokajowi ze trzy ruble.
lalka_3_09_f000161|Ale czasem, jak trafi mu się dobry humor, to nieraz dobiera sobie chłopisko jeszcze dwa numery, każdy w innej stronie kurytarza, i w każdym inną rozwesela. Taki bestia zajadły.|Ale czasem jak trafi mu się dobry humor to nieraz dobiera sobie chłopisko jeszcze dwa numery każdy w innej stronie kurytarza i w każdym inną rozwesela. Taki bestia zajadły.
lalka_3_09_f000162|Wokulski spojrzał na zegarek. Upłynęło z dziesięć minut na czekaniu, więc pożegnał szwajcara i poszedł na schody, czując, że gniew zaczyna w nim kipieć.|Wokulski spojrzał na zegarek. Upłynęło z dziesięć minut na czekaniu więc pożegnał szwajcara i poszedł na schody czując że gniew zaczyna w nim kipieć.
lalka_3_09_f000163|Tęgi blagier! - myślał. - Ale też i miłe te kobietki.|Tęgi blagier! - myślał. - Ale też i miłe te kobietki.
lalka_3_09_f000164|W drodze spotkał go zadyszany pomocnik szwajcara.|W drodze spotkał go zadyszany pomocnik szwajcara.
lalka_3_09_f000165|- Pan Molinari - rzekł - kazał prosić ażeby jaśnie pan chwilkę zaczekał.|- Pan Molinari - rzekł - kazał prosić ażeby jaśnie pan chwilkę zaczekał.
lalka_3_09_f000166|Wokulski chciał schwycić za kark posłańca, ale pohamował się i... zawrócił na dół.|Wokulski chciał schwycić za kark posłańca ale pohamował się i... zawrócił na dół.
lalka_3_09_f000167|- Jaśnie pan odchodzi?... Co mam powiedzieć panu Molinaremu?|- Jaśnie pan odchodzi?... Co mam powiedzieć panu Molinaremu?
lalka_3_09_f000168|- Powiedz mu, ażeby... Rozumiesz?- Powiem, jaśnie panie, tylko on nie zrozumie - odpowiedział zadowolony lokaj, a wpadłszy do szwajcara, rzekł:|- Powiedz mu ażeby... Rozumiesz?- Powiem jaśnie panie tylko on nie zrozumie - odpowiedział zadowolony lokaj a wpadłszy do szwajcara rzekł:
lalka_3_09_f000169|- Przynajmniej znalazł się choć jeden pan, co się poznał na tym kundlu włochu... O hycel! łeb to zadziera, ale nim ci da człeku dziesiątczynę, to ją pierwiej ze trzy razy obejrzy.|- Przynajmniej znalazł się choć jeden pan co się poznał na tym kundlu włochu... O hycel! łeb to zadziera ale nim ci da człeku dziesiątczynę to ją pierwiej ze trzy razy obejrzy.
lalka_3_09_f000170|Legawa suka go urodziła, pokrakę... Zgnilec... obieżyświat... kopernik!Była chwila, że Wokulski uczuł żal do panny Izabeli.|Legawa suka go urodziła pokrakę... Zgnilec... obieżyświat... kopernik!Była chwila że Wokulski uczuł żal do panny Izabeli.
lalka_3_09_f000171|Jak można zapalać się do człowieka, z którego nawet hotelowa służba żartuje!... Jak można zapisywać się na długą listę jego wielbicielek... Czy wkońcu godziło się zmuszać go, ażeby szukał znajomości z takim płytkim blagierem!|Jak można zapalać się do człowieka z którego nawet hotelowa służba żartuje!... Jak można zapisywać się na długą listę jego wielbicielek... Czy wkońcu godziło się zmuszać go ażeby szukał znajomości z takim płytkim blagierem!
lalka_3_09_f000172|Ale wnet ochłonął; przyszła mu bardzo słuszna uwaga, że panna Izabela, nie znając Molinarego, daje się tylko unosić prądowi jego reputacyi.|Ale wnet ochłonął; przyszła mu bardzo słuszna uwaga że panna Izabela nie znając Molinarego daje się tylko unosić prądowi jego reputacyi.
lalka_3_09_f000173|Pozna go i ochłonie - pomyślał - tylko już ja nie będę im służył za pośrednika.|Pozna go i ochłonie - pomyślał - tylko już ja nie będę im służył za pośrednika.
lalka_3_09_f000174|Kiedy Wokulski wrócił do domu, zastał u siebie Węgiełka, który czekał na niego od godziny.|Kiedy Wokulski wrócił do domu zastał u siebie Węgiełka który czekał na niego od godziny.
lalka_3_09_f000175|Chłopak wyglądał powarszawsku, ale był trochę mizerny.|Chłopak wyglądał powarszawsku ale był trochę mizerny.
lalka_3_09_f000176|- Wychudłeś, zbladłeś - rzekł Wokulski, przypatrzywszy mu się - łajdaczysz się, czy co?- Nie, panie, tylko dziesięć dni chorowałem.|- Wychudłeś zbladłeś - rzekł Wokulski przypatrzywszy mu się - łajdaczysz się czy co?- Nie panie tylko dziesięć dni chorowałem.
lalka_3_09_f000177|Coś mi się zrobiło na szyi takie paskudne, że mnie doktór pokrajał. Ale już wczoraj poszedłem do roboty.|Coś mi się zrobiło na szyi takie paskudne że mnie doktór pokrajał. Ale już wczoraj poszedłem do roboty.
lalka_3_09_f000178|- Potrzebujesz pieniędzy?|- Potrzebujesz pieniędzy?
lalka_3_09_f000179|- Nie, panie. Chciałem tylko opowiedzieć się względem powrotu do Zasławia.|- Nie panie. Chciałem tylko opowiedzieć się względem powrotu do Zasławia.
lalka_3_09_f000180|- Już cię korci. A nauczyłeś się czego?|- Już cię korci. A nauczyłeś się czego?
lalka_3_09_f000181|- Ojej! I ze ślusarkąm się trochę... i według stolarki... Koszyków nauczyłem się też wcale pięknych i rysować. A nawet jakby przyszło do malowania, to też.|- Ojej! I ze ślusarkąm się trochę... i według stolarki... Koszyków nauczyłem się też wcale pięknych i rysować. A nawet jakby przyszło do malowania to też.
lalka_3_09_f000182|Mówiąc to, kłaniał się, rumienił i miętosił czapkę w ręku.|Mówiąc to kłaniał się rumienił i miętosił czapkę w ręku.
lalka_3_09_f000183|- Dobrze - odezwał się pochwili Wokulski. - Na narzędzia dostaniesz 600 rubli. Wystarczy?... A kiedy chcesz wracać?|- Dobrze - odezwał się pochwili Wokulski. - Na narzędzia dostaniesz sześćset rubli. Wystarczy?... A kiedy chcesz wracać?
lalka_3_09_f000184|Chłopak zaczerwienił się jeszcze mocniej i pocałował Wokulskiego w rękę.|Chłopak zaczerwienił się jeszcze mocniej i pocałował Wokulskiego w rękę.
lalka_3_09_f000185|- Bo ja jeszcze, z przeproszeniem łaski pańskiej, chciałbym się ożenić... Tylko nie wiem.|- Bo ja jeszcze z przeproszeniem łaski pańskiej chciałbym się ożenić... Tylko nie wiem.
lalka_3_09_f000186|- Z kimżeto? - spytał Wokulski.|- Z kimżeto? - spytał Wokulski.
lalka_3_09_f000187|- Z tą panną Maryanną, co mieszka u furmanów Wysockich. Ja też mieszkam w tym domu, tylko na górze.|- Z tą panną Maryanną co mieszka u furmanów Wysockich. Ja też mieszkam w tym domu tylko na górze.
lalka_3_09_f000188|Chce się żenić z moją magdalenką?" - pomyślał Wokulski. - Przeszedł się po pokoju i rzekł:|Chce się żenić z moją magdalenką? - pomyślał Wokulski. - Przeszedł się po pokoju i rzekł:
lalka_3_09_f000189|- A dobrze ty znasz pannę Maryannę?|- A dobrze ty znasz pannę Maryannę?
lalka_3_09_f000190|- Co nie mam znać?... Przecie widujemy się codzień trzy razy, a czasami to i przez całą niedzielę, albo ja siedzę u niej, albo oboje u Wysockich.|- Co nie mam znać?... Przecie widujemy się codzień trzy razy a czasami to i przez całą niedzielę albo ja siedzę u niej albo oboje u Wysockich.
lalka_3_09_f000191|- No tak; ale czy wiesz, czem ona była przed rokiem?|- No tak; ale czy wiesz czem ona była przed rokiem?
lalka_3_09_f000192|- Wiem, panie. Ledwiem tu przyjechał z łaski pańskiej, zaraz Wysocka mówi do mnie: uważaj młody, bo ona się puszczała... Takim sposobem od pierwszego dnia wiedziałem, co ona za jedna;|- Wiem panie. Ledwiem tu przyjechał z łaski pańskiej zaraz Wysocka mówi do mnie: uważaj młody bo ona się puszczała... Takim sposobem od pierwszego dnia wiedziałem co ona za jedna;
lalka_3_09_f000193|okpistwa ze mną nie robiła żadnego.|okpistwa ze mną nie robiła żadnego.
lalka_3_09_f000194|- I jakże się to stało, że chcesz żenić się z nią?- Bóg wie, panie, ani tak, ani owak.|- I jakże się to stało że chcesz żenić się z nią?- Bóg wie panie ani tak ani owak.
lalka_3_09_f000195|Nawet zpoczątku to śmiałem się z niej, i jak kto przechodził za oknem, to mówiłem: pewno i ten znajomy panny Maryanny, boś panna nie z jednego pieca chleb jadła.|Nawet zpoczątku to śmiałem się z niej i jak kto przechodził za oknem to mówiłem: pewno i ten znajomy panny Maryanny boś panna nie z jednego pieca chleb jadła.
lalka_3_09_f000196|A ona nic, tylko spuści głowę, kręci maszyną aż warczy, i ognie jej na twarz biją.|A ona nic tylko spuści głowę kręci maszyną aż warczy i ognie jej na twarz biją.
lalka_3_09_f000197|Później spostrzegłem się, że mi ktoś łata bieliznę; więc na Boże Narodzenie kupiłem jej za dziesięć złotych parasol, a ona sześć chustek perkalowych z mojem nazwiskiem.|Później spostrzegłem się że mi ktoś łata bieliznę; więc na Boże Narodzenie kupiłem jej za dziesięć złotych parasol a ona sześć chustek perkalowych z mojem nazwiskiem.
lalka_3_09_f000198|A Wysocka mówi: nie daj się młody, bo to probantka!... Więcem se do głowy nie dopuszczał, choć gdyby nie była ladaco, jużbym się w zapusty ożenił.|A Wysocka mówi: nie daj się młody bo to probantka!... Więcem se do głowy nie dopuszczał choć gdyby nie była ladaco jużbym się w zapusty ożenił.
lalka_3_09_f000199|Akurat w Popielec Wysocki rozpowiedział mi jak się z nią zrobił ten interes, niby z panną Maryanną.|Akurat w Popielec Wysocki rozpowiedział mi jak się z nią zrobił ten interes niby z panną Maryanną.
lalka_3_09_f000200|Zgodziła ją jakaś pani w aksamitach do służby, no i miała służbę, niech ręka boska broni! Coraz chce uciekać, ale ją łapią i mówią: albo siedź tu, albo oddamy cię do kryminału za złodziejstwo.|Zgodziła ją jakaś pani w aksamitach do służby no i miała służbę niech ręka boska broni! Coraz chce uciekać ale ją łapią i mówią: albo siedź tu albo oddamy cię do kryminału za złodziejstwo.
lalka_3_09_f000201|Cóżem ja ukradła? - ona mówi. Nasze dochody psia wiaro! oni krzyczą.|Cóżem ja ukradła? - ona mówi. Nasze dochody psia wiaro! oni krzyczą.
lalka_3_09_f000202|I takby siedziała (rozpowiadał Wysocki) do sądnego dnia, gdyby jej pan Wokulski nie zobaczył w kościele. Wtedy ją wykupił i wyratował.|I takby siedziała rozpowiadał Wysocki do sądnego dnia gdyby jej pan Wokulski nie zobaczył w kościele. Wtedy ją wykupił i wyratował.
lalka_3_09_f000203|- Mów dalej, mów - odezwał się Wokulski, spostrzegłszy, że Węgiełek waha się.|- Mów dalej mów - odezwał się Wokulski spostrzegłszy że Węgiełek waha się.
lalka_3_09_f000204|- Zaraz mnie tknęło, - ciągnął Węgiełek - że to nie żadne łajdactwo, tylko nieszczęście.|- Zaraz mnie tknęło - ciągnął Węgiełek - że to nie żadne łajdactwo tylko nieszczęście.
lalka_3_09_f000205|I pytam się Wysockiego: ożeniłby się pan z panną Maryanną? I z jedną babą jest utrapienie - on mówi.|I pytam się Wysockiego: ożeniłby się pan z panną Maryanną? I z jedną babą jest utrapienie - on mówi.
lalka_3_09_f000206|Ale żeby pan Wysocki był w kawalerskiej kondycyi, to co? Eh - mówi - kiedy już nie mam ciekawości do kobiet.|Ale żeby pan Wysocki był w kawalerskiej kondycyi to co? Eh - mówi - kiedy już nie mam ciekawości do kobiet.
lalka_3_09_f000207|Widząc ja, że stary nie chce gadać, takiem go zaklął, że mi wkońcu powiedział: Nie ożeniłbym się, bo nie miałbym przekonania, że się w niej stary obyczaj nie odezwie.|Widząc ja że stary nie chce gadać takiem go zaklął że mi wkońcu powiedział: Nie ożeniłbym się bo nie miałbym przekonania że się w niej stary obyczaj nie odezwie.
lalka_3_09_f000208|Kobieta jak dobra, to dobra, ale jak się rozwydrzy, niczem dyabeł.|Kobieta jak dobra to dobra ale jak się rozwydrzy niczem dyabeł.
lalka_3_09_f000209|Tymczasem na początku świętego postu zesłał Pan Bóg miłosierny na mnie takiego bolaka, żem musiał leżeć w domu i jeszcze doktor mnie pokrajał.|Tymczasem na początku świętego postu zesłał Pan Bóg miłosierny na mnie takiego bolaka żem musiał leżeć w domu i jeszcze doktor mnie pokrajał.
lalka_3_09_f000210|Aż tu panna Maryanna jak nie zacznie do mnie chodzić, łóżko prześciełać, pokrajanie mi opatrywać... Mówił doktor, żeby nie jej opatrunki, tobym ztydzień dłużej leżał.|Aż tu panna Maryanna jak nie zacznie do mnie chodzić łóżko prześciełać pokrajanie mi opatrywać... Mówił doktor żeby nie jej opatrunki tobym ztydzień dłużej leżał.
lalka_3_09_f000211|Mnie nieraz złość brała, osobliwie jak mnie trzęsło; więc jednego dnia mówię: co sobie panna Maryanna robi subiekcyą?... Panna myśli, że ja się z panną ożenię, a ja chybabym zgłupiał, żeby się z taką wiązać, co się dziesięciu wysługiwała.|Mnie nieraz złość brała osobliwie jak mnie trzęsło; więc jednego dnia mówię: co sobie panna Maryanna robi subiekcyą?... Panna myśli że ja się z panną ożenię a ja chybabym zgłupiał żeby się z taką wiązać co się dziesięciu wysługiwała.
lalka_3_09_f000212|A ona nato nic, tylko spuściła głowę i łzy jej kapan.. kapan|A ona nato nic tylko spuściła głowę i łzy jej kapan.. kapan
lalka_3_09_f000213|Przecie ja rozumiem - mówi - żeby się pan Węgiełek ze mną nie ożenił.|Przecie ja rozumiem - mówi - żeby się pan Węgiełek ze mną nie ożenił.
lalka_3_09_f000214|Aż mnie z przeproszeniem łaski pańskiej, zemdliło z wielkiej litości, kiedym to usłyszał.|Aż mnie z przeproszeniem łaski pańskiej zemdliło z wielkiej litości kiedym to usłyszał.
lalka_3_09_f000215|I zaraz powiedziałem Wysockiej: wie pani Wysocka co, może ja się z panną Maryanną ożenię.|I zaraz powiedziałem Wysockiej: wie pani Wysocka co może ja się z panną Maryanną ożenię.
